Term,IDF
отличительный,1.39794
отличиться,1.522879
отличник,1.69897
отлично,2.0
отличный,1.30103
отложение,1.39794
отложить,1.0
отмена,0.79588
отменас,2.0
отменить,0.744727
отменный,1.69897
отменять,1.522879
отменяться,1.522879
отместка,2.0
отметить,0.508638
отметка,1.30103
отмечать,0.721246
отмечаться,0.823909
отмывание,1.69897
отмывать,2.0
отмыть,2.0
отнесение,2.0
отнести,1.39794
отнестись,1.69897
отнимать,2.0
относительно,0.69897
относительность,2.0
относительный,1.221849
относить,0.853872
относиться,0.376751
отноша,2.0
отношение,0.229148
отныне,1.39794
отнюдь,1.221849
отнять,1.69897
отображать,2.0
отображаться,1.221849
отображение,1.39794
отобразить,1.69897
отобразиться,2.0
отобрать,1.39794
отобраться,2.0
отодвинуть,1.39794
отодвинуться,2.0
отождествить,2.0
отождествление,2.0
отождествлять,2.0
отозвать,1.30103
отозваться,1.522879
отойти,1.39794
отомако,2.0
отомакский,2.0
отомодать,2.0
отомь,2.0
отомэ,2.0
отопление,1.69897
оторванность,1.69897
оторвать,2.0
оторваться,1.69897
оторочить,1.69897
отослать,1.69897
отпадать,2.0
отпасть,2.0
отпатрулировать,0.79588
отпечатать,1.69897
отпечаток,2.0
отплатить,1.69897
отплыть,1.69897
отправить,0.657577
отправиться,0.920819
отправка,1.154902
отправленака,1.69897
отправление,1.39794
отправлять,1.30103
отправляться,1.154902
отправной,1.69897
отпраздновать,1.69897
отпрыск,1.69897
отпуск,1.39794
отпускать,1.69897
отпустить,1.522879
отрабатывать,2.0
отрабатываться,2.0
отработать,2.0
отработка,1.69897
отравиться,2.0
отравлять,1.69897
отрадно,2.0
отрадный,1.69897
отражать,1.09691
отражаться,1.39794
отражение,1.045757
отражённый,1.69897
отразить,1.221849
отразиться,1.69897
отраслевой,1.522879
отрасль,0.920819
отреагировать,1.39794
отредактировать,0.040959
отрезать,2.0
отрезаться,2.0
отрезок,1.522879
отремонтировать,2.0
отреставрировать,2.0
отречение,2.0
отречься,1.39794
отрешиться,2.0
отрисовка,2.0
отрицание,1.69897
отрицательный,1.221849
отрицать,1.69897
отрицаться,2.0
отрог,2.0
отрубить,2.0
отрыв,1.69897
отрывка,2.0
отрывок,2.0
отрывочный,2.0
отрыгивать,2.0
отряд,0.677781
отсекать,2.0
отсечь,1.69897
отсиживаться,2.0
отслеживание,2.0
отслеживать,2.0
отслеживаться,2.0
отснять,1.69897
отсрочивать,2.0
отсрочить,1.69897
отсрочка,1.39794
отставание,1.30103
отставать,1.221849
отставка,0.60206
отставной,1.69897
отстаивание,2.0
отстаивать,1.30103
отстаиваться,2.0
отсталость,1.69897
отсталый,2.0
отстать,1.69897
отстранение,2.0
отстранить,1.154902
отступ,2.0
отступать,1.221849
отступить,1.221849
отступление,1.522879
отсутствие,0.657577
отсутствовать,0.744727
отсчитываться,2.0
отсчёт,1.30103
отсылка,1.39794
отсюда,1.522879
оттаивать,2.0
оттачиваться,2.0
оттенить,2.0
оттенок,1.09691
отто,1.39794
отток,1.39794
оттолкнуть,1.69897
оттом,2.0
оттоманский,1.522879
оттон,1.69897
оттоновский,2.0
оттонуть,2.0
отторгаться,1.522879
оттуда,1.30103
отуказать,2.0
отход,1.154902
отходить,1.522879
отцеп,2.0
отчасти,1.30103
отчаяние,1.69897
отчаянно,2.0
отчаянный,1.69897
отчеканить,1.69897
отчество,1.39794
отчисление,1.522879
отчитаться,2.0
отчитываться,2.0
отчуждать,2.0
отчуждённость,2.0
отчёт,0.823909
отчётливый,2.0
отчётность,1.522879
отшельник,2.0
отъ,1.69897
отъезд,2.0
отыскание,2.0
отыскать,2.0
отэн,2.0
отягощение,2.0
оук,2.0
оустерхаут,2.0
оуэн,1.30103
оуэналекс,2.0
оуэнсценарий,2.0
офайя,2.0
офелия,2.0
офис,0.958607
офисный,2.0
офицер,0.69897
офицерский,1.221849
официально,0.468521
официальный,0.275724
оформить,0.823909
оформиться,2.0
оформление,1.045757
оформлять,1.69897
оформляться,1.39794
офсетный,1.69897
офтальмолог,2.0
офтальмологический,2.0
офтальмология,2.0
офудзь,2.0
оффенбах,1.69897
офшор,2.0
офшорный,2.0
охайон,2.0
охарактеризовать,1.69897
охват,2.0
охватить,1.09691
охватывать,1.045757
охк,2.0
охлаждать,2.0
охлобыстина,1.522879
охорон,2.0
охота,1.154902
охотиться,2.0
охотник,2.0
охотничий,1.69897
охотский,2.0
охрана,0.677781
охранение,1.69897
охранительный,1.522879
охранник,1.69897
охранный,1.69897
охранять,1.045757
охраняться,1.69897
оцелот,2.0
оцелотль,2.0
оценивать,1.30103
оцениваться,1.154902
оценить,1.09691
оценка,0.552842
оценщик,2.0
очаг,1.39794
очаков,1.522879
очевидец,1.522879
очевидность,1.69897
очевидный,0.886057
очень,0.468521
очередной,0.823909
очередь,0.468521
очеретный,2.0
очерк,0.823909
очеркист,2.0
очертание,2.0
очистить,1.522879
очиститься,2.0
очистка,2.0
очищать,1.39794
очищение,1.39794
очки,2.0
очко,2.0
очнуться,2.0
очный,1.522879
очпанистлить,2.0
очура,2.0
ош,1.69897
оша,1.69897
ошеломлять,2.0
ошибиться,1.522879
ошибка,0.468521
ошибкекак,0.031517
ошибочно,1.30103
ошибочный,1.522879
ошомоко,2.0
оштра,1.69897
оштрафовать,2.0
ощупь,2.0
ощутимый,1.69897
ощутить,1.69897
ощущать,1.69897
ощущаться,1.69897
ощущение,1.39794
оэмк,2.0
оэср,2.0
оясио,1.69897
паблишер,2.0
павел,0.69897
павильон,1.522879
павличенко,2.0
павлов,1.39794
павлович,1.39794
павловка,2.0
павлюк,2.0
павля,1.69897
паган,2.0
пагубно,2.0
пагуошский,2.0
падать,1.221849
падеж,1.522879
падение,0.79588
падерборн,1.69897
падишах,1.69897
падчерица,2.0
падший,1.69897
паж,2.0
пажес,2.0
пажеский,2.0
паз,2.0
пазар,2.0
пазвантогла,2.0
пазенд,2.0
паигк,1.69897
паисий,1.69897
пайк,2.0
пайол,2.0
пайолами,2.0
пайп,2.0
пайпс,2.0
пайтон,2.0
пайщик,1.69897
пак,1.522879
паканич,2.0
пакарара,2.0
пакерман,2.0
пакет,0.920819
пакетный,2.0
пакистан,0.823909
пакистанский,1.522879
паккард,1.69897
пакрафт,2.0
пакт,1.39794
пакула,2.0
пакша,2.0
пал,1.69897
палак,2.0
палас,1.69897
паласиос,1.69897
палата,0.677781
палеоиндеец,2.0
палеолит,1.69897
палеонтолог,2.0
палестина,1.0
палестинец,2.0
палестинский,1.69897
палец,2.0
палив,2.0
палинура,1.69897
паллада,1.69897
палладий,2.0
палладиум,2.0
палмера,1.522879
паломничество,2.0
палочка,2.0
палта,2.0
